42227116 function calls (41023071 primitive calls) in 23.800 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:57(comma_separated)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:1(<module>)
      772    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
     1016    0.000    0.000    0.000    0.000 _docscrape.py:43(__getitem__)
        2    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
      604    0.000    0.000    0.000    0.000 artist.py:1120(get_zorder)
        1    0.000    0.000    0.000    0.000 application.py:152(Application)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _version.py:114(_compare)
        1    0.000    0.000    0.000    0.000 pathlib.py:281(_make_selector)
        1    0.000    0.000    0.000    0.000 _process_posix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dviread.py:202(Dvi)
        1    0.000    0.000    0.000    0.000 patches.py:3167(ArrowStyle)
       40    0.000    0.000    0.000    0.000 argparse.py:1848(_add_action)
        2    0.000    0.000    0.000    0.000 file_io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configurable.py:57(__init__)
        7    0.000    0.000    0.000    0.000 core.py:1478(__radd__)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        2    0.000    0.000    0.000    0.000 gridspec.py:144(get_grid_positions)
        8    0.000    0.000    0.000    0.000 core.py:582(_setResultsName)
        1    0.000    0.000    0.000    0.000 access.py:167(DirectObjectAccess)
      160    0.000    0.000    0.000    0.000 token.py:15(split)
        1    0.000    0.000    0.000    0.000 toolbars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:349(__init__)
      600    0.000    0.000    0.000    0.000 _base.py:326(_setdefaults)
       13    0.000    0.000    0.000    0.000 core.py:8784(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2766(NavigationToolbar2)
      534    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
      553    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        1    0.000    0.000    0.000    0.000 pep8.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:1(<module>)
       14    0.000    0.000    0.000    0.000 lexer.py:43(__new__)
       74    0.000    0.000    0.000    0.000 inspect.py:2065(_signature_is_builtin)
      282    0.000    0.000    0.000    0.000 types.py:164(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1001(version)
     1648    0.000    0.000    0.000    0.000 inspect.py:3032(parameters)
        1    0.000    0.000    0.000    0.000 __init__.py:501(select)
        1    0.000    0.000    0.000    0.000 pathlib.py:260(compile_pattern)
        1    0.000    0.000    0.000    0.000 __init__.py:975(distribution)
       23    0.000    0.000    0.000    0.000 core.py:5297(__init__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1987(_switch_canvas_and_return_print_method)
        1    0.000    0.000    0.000    0.000 axis3d.py:38(Axis)
      222    0.000    0.000    0.000    0.000 inspect.py:1947(_signature_get_user_defined_method)
      602    0.000    0.000    0.000    0.000 collections.py:1044(get_paths)
        1    0.000    0.000    0.000    0.000 __init__.py:549(from_name)
        1    0.000    0.000    0.000    0.000 _color_data.py:989(<dictcomp>)
       80    0.000    0.000    0.000    0.000 magic_arguments.py:105(_format_action_invocation)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1282(__init__)
      900    0.000    0.000    0.000    0.000 artist.py:904(get_clip_path)
       17    0.000    0.000    0.000    0.000 guarded_eval.py:787(<listcomp>)
        2    0.000    0.000    0.000    0.000 menus.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array_utils.py:1(<module>)
       44    0.000    0.000    0.000    0.000 results.py:573(copy)
      183    0.000    0.000    0.000    0.000 textwrap.py:482(prefixed_lines)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 django.py:1(<module>)
      988    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 page_navigation.py:1(<module>)
      101    0.000    0.000    0.000    0.000 typing.py:921(_is_unpacked_typevartuple)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
       33    0.000    0.000    0.000    0.000 <frozen _collections_abc>:941(update)
       13    0.000    0.000    0.000    0.000 cbook.py:305(_connect_picklable)
       19    0.000    0.000    0.000    0.000 __init__.py:546(_cycler)
      602    0.000    0.000    0.000    0.000 {method 'move_to_end' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 ansi_escape_sequences.py:1(<module>)
      901    0.000    0.000    0.000    0.000 shape_base.py:17(_atleast_1d_dispatcher)
        1    0.000    0.000    0.000    0.000 _text.py:1(<module>)
      137    0.000    0.000    0.000    0.000 colors.py:1011(__init__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:1(<module>)
       13    0.000    0.000    0.000    0.000 core.py:8789(getdoc)
      300    0.000    0.000    0.000    0.000 colorizer.py:587(<listcomp>)
       40    0.000    0.000    0.000    0.000 argparse.py:1669(_add_action)
        1    0.000    0.000    0.000    0.000 pyplot.py:4389(xlabel)
        1    0.000    0.000    0.000    0.000 latex_symbols.py:1301(<dictcomp>)
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
        3    0.000    0.000    0.000    0.000 getlimits.py:549(_init)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 normalizer.py:1(<module>)
     1087    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
        1    0.000    0.000    0.000    0.000 __init__.py:375(select)
      786    0.000    0.000    0.000    0.000 _compiler.py:426(_get_iscased)
      169    0.000    0.000    0.000    0.000 typing.py:2412(get_origin)
        1    0.000    0.000    0.000    0.000 sysinfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:288(<listcomp>)
        3    0.000    0.000    0.000    0.000 traitlets.py:2397(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
       65    0.000    0.000    0.000    0.000 results.py:454(__iadd__)
        1    0.000    0.000    0.000    0.000 ultratb.py:322(TBTools)
        2    0.000    0.000    0.000    0.000 __init__.py:380(<genexpr>)
      118    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
     1952    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      327    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 application.py:125(BaseIPythonApplication)
      238    0.000    0.000    0.000    0.000 socket.py:78(<lambda>)
      994    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
        4    0.000    0.000    0.000    0.000 colors.py:2611(_make_norm_from_scale)
        2    0.000    0.000    0.000    0.000 decorators.py:1(<module>)
        7    0.000    0.000    0.000    0.000 PngImagePlugin.py:1113(putchunk)
       59    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        6    0.000    0.000    0.000    0.000 patches.py:2353(<listcomp>)
        1    0.000    0.000    0.000    0.000 vt100.py:191(__init__)
      604    0.000    0.000    0.000    0.000 transforms.py:1756(<lambda>)
        1    0.000    0.000    0.000    0.000 guarded_eval.py:193(SelectivePolicy)
      359    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 _adapters.py:8(Message)
       45    0.000    0.000    0.000    0.000 _docscrape.py:475(_str_param_list)
       24    0.000    0.000    0.000    0.000 dviread.py:184(decorate)
        1    0.000    0.000    0.000    0.000 selector_events.py:1(<module>)
      906    0.000    0.000    0.000    0.000 backend_agg.py:271(option_image_nocomposite)
        1    0.000    0.000    0.000    0.000 shellapp.py:145(InteractiveShellApp)
        1    0.000    0.000    0.000    0.000 unicode.py:123(pyparsing_unicode)
        1    0.000    0.000    0.000    0.000 __init__.py:579(get_cachedir)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 search.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nested.py:1(<module>)
       85    0.000    0.000    0.000    0.000 token.py:34(__getattr__)
      906    0.000    0.000    0.000    0.000 multiarray.py:642(min_scalar_type)
       51    0.000    0.000    0.000    0.000 dataclasses.py:664(_is_type)
        1    0.000    0.000    0.000    0.000 digraphs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 paths.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:4135(FancyArrowPatch)
       52    0.000    0.000    0.000    0.000 typing.py:1033(__typing_subst__)
        1    0.000    0.000    0.000    0.000 formatters.py:379(Rainbow)
     2368    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
     1890    0.000    0.000    0.000    0.000 __init__.py:884(<lambda>)
       41    0.000    0.000    0.000    0.000 __init__.py:957(_name_from_stem)
       24    0.000    0.000    0.000    0.000 gettext.py:216(_expand_lang)
      604    0.000    0.000    0.000    0.000 transforms.py:1757(<lambda>)
       19    0.000    0.000    0.000    0.000 __init__.py:226(_from_iter)
        1    0.000    0.000    0.000    0.000 collections.py:28(Collection)
        1    0.000    0.000    0.000    0.000 _adapters.py:42(CompatibilityFiles)
        1    0.000    0.000    0.000    0.000 formatters.py:384(<listcomp>)
       41    0.000    0.000    0.000    0.000 _functools.py:99(wrapper)
        1    0.000    0.000    0.000    0.000 ast_mod.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
      604    0.000    0.000    0.000    0.000 collections.py:219(get_transforms)
        3    0.000    0.000    0.000    0.000 traitlets.py:2426(<listcomp>)
        2    0.000    0.000    0.000    0.000 axis.py:1889(set_label_text)
      737    0.000    0.000    0.000    0.000 typing.py:1694(_value_and_type_iter)
     1112    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      116    0.000    0.000    0.000    0.000 __init__.py:321(filter)
        4    0.000    0.000    0.000    0.000 pathlib.py:1377(expanduser)
        1    0.000    0.000    0.000    0.000 oinspect.py:459(Inspector)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:75(<listcomp>)
      163    0.000    0.000    0.000    0.000 typing.py:1818(<genexpr>)
        1    0.000    0.000    0.000    0.000 completer.py:1789(IPCompleter)
      305    0.000    0.000    0.000    0.000 figure.py:83(as_list)
      108    0.000    0.000    0.000    0.000 argparse.py:292(_join_parts)
        1    0.000    0.000    0.000    0.000 hatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 font_manager.py:1579(_cached_realpath)
      132    0.000    0.000    0.000    0.000 _docscrape.py:86(is_unindented)
        1    0.000    0.000    0.000    0.000 _position_node_finder.py:109(PositionNodeFinder)
     1727    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 _linalg.py:2394(lstsq)
       12    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
       95    0.000    0.000    0.000    0.000 typing.py:1641(<genexpr>)
        2    0.000    0.000    0.000    0.000 generics.py:1(<module>)
        4    0.000    0.000    0.000    0.000 transforms.py:1701(__init__)
        6    0.000    0.000    0.000    0.000 enum.py:1376(_missing_)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1183(_ip_int_from_string)
      165    0.000    0.000    0.000    0.000 rcsetup.py:151(validate_bool)
        3    0.000    0.000    0.000    0.000 typing.py:2969(<dictcomp>)
       42    0.000    0.000    0.000    0.000 getlimits.py:92(_float_to_float)
        1    0.000    0.000    0.000    0.000 __init__.py:82(Refactoring)
       35    0.000    0.000    0.000    0.000 __init__.py:1447(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:3551(set_xlabel)
      230    0.000    0.000    0.000    0.000 _parser.py:297(checkgroupname)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pathlib.py:909(home)
        1    0.000    0.000    0.000    0.000 formatting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enums.py:1(<module>)
      600    0.000    0.000    0.000    0.000 _base.py:2667(use_sticky_edges)
      162    0.000    0.000    0.000    0.000 core.py:2436(__new__)
      116    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       68    0.000    0.000    0.000    0.000 typing.py:1529(__mro_entries__)
       26    0.000    0.000    0.000    0.000 core.py:966(__init__)
        2    0.000    0.000    0.000    0.000 traitlets.py:2313(info)
        1    0.000    0.000    0.000    0.000 ExifTags.py:361(LightSource)
        3    0.000    0.000    0.000    0.000 PngImagePlugin.py:1131(write)
        1    0.000    0.000    0.000    0.000 keys.py:208(<listcomp>)
        1    0.000    0.000    0.000    0.000 helpers.py:1055(<listcomp>)
      600    0.000    0.000    0.000    0.000 fromnumeric.py:965(_sort_dispatcher)
      302    0.000    0.000    0.000    0.000 colorizer.py:241(cmap)
      492    0.000    0.000    0.000    0.000 colors.py:357(<genexpr>)
       50    0.000    0.000    0.000    0.000 _internal.py:893(_ufunc_doc_signature_formatter)
        1    0.000    0.000    0.000    0.000 unicode.py:85(identchars)
       12    0.000    0.000    0.000    0.000 datetime.py:592(__new__)
        6    0.000    0.000    0.000    0.000 patches.py:2346(<listcomp>)
       16    0.000    0.000    0.000    0.000 sysconfig.py:256(_subst_vars)
       34    0.000    0.000    0.000    0.000 __init__.py:1378(_fixupParents)
        1    0.000    0.000    0.000    0.000 util.py:136(<setcomp>)
